13,5,NA,5,5,5,3,NA,4,NA,NA,NA,5,3,NA,2,3,4,NA,NA,3,4,3,4,4,NA,3,5,2,NA,NA,4,NA,4,NA,NA,NA,NA,2,NA,3,NA,NA,NA,3,NA,4,NA,NA,NA,NA,2,5,2,NA,NA,4,3,3,NA,5,2,NA,NA,4,NA,3,4,1,3,5,4,3,NA,NA,3,4,NA,2,NA,3,NA,5,NA,NA,NA,NA,3,2,NA,4,4,NA,4,4,NA,4,4,NA,NA,NA
14,5,NA,4,5,5,4,5,NA,NA,5,NA,NA,5,NA,1,4,NA,NA,NA,3,NA,NA,NA,NA,4,NA,NA,4,NA,3,4,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,5,NA,4,NA,5,NA,NA,NA,5,NA,3,4,NA,3,5,NA,2,NA,NA,3,NA,NA,NA,NA,3,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,4,NA,5,4
15,5,NA,NA,4,5,NA,NA,3,NA,4,NA,2,4,5,3,3,4,3,3,3,NA,NA,2,3,NA,NA,NA,NA,5,3,NA,4,3,3,5,2,5,NA,NA,NA,NA,NA,3,4,NA,NA,2,3,5,NA,4,4,5,5,3,4,3,4,NA,5,NA,NA,NA,NA,NA,4,3,5,3,5,5,1,3,3,3,NA,4,NA,NA,4,5,NA,NA,4,4,NA,NA,NA,NA,4,NA,NA,3,NA,3,NA,3,3,NA,NA
16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,2,NA,3,NA,NA,NA,4,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA
17,3,NA,1,NA,NA,NA,4,NA,2,NA,5,3,NA,NA,NA,NA,NA,3,2,NA,2,3,2,NA,4,4,NA,4,4,2,1,4,4,4,NA,NA,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,1,NA,NA,NA,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,2,NA,NA,NA,NA,3,NA,1,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,4,3,NA,NA,4,4,NA,NA,4,NA
19,5,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,4,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,4,2,NA,NA
20,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,4,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,NA,5,1,NA,NA
21,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,3,NA,NA,3,3,NA,NA,2,NA,NA,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA,3,NA,2,4,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,3,2,NA,2,NA,4,NA,NA,2,NA,NA,NA,NA,5,NA,2,NA,NA,NA,3,2,3,NA,NA,NA,NA,NA,NA,NA
22,4,5,4,5,4,NA,4,3,4,4,5,5,NA,5,NA,3,5,2,5,4,4,NA,1,5,5,1,5,4,5,3,NA,4,5,4,4,3,4,4,5,4,5,3,NA,5,NA,5,NA,4,3,5,3,5,NA,5,4,NA,5,5,5,4,5,NA,NA,3,5,4,2,5,3,5,4,4,3,5,2,NA,5,5,4,3,5,NA,5,4,NA,5,1,3,4,5,4,4,5,3,4,3,NA,5,4,NA
23,4,3,5,4,5,4,5,NA,5,NA,NA,4,NA,NA,NA,NA,4,4,NA,4,NA,NA,5,NA,5,NA,NA,NA,NA,4,4,NA,5,5,3,4,NA,4,3,4,5,NA,3,NA,5,2,4,NA,NA,5,4,NA,3,4,4,4,5,NA,NA,4,NA,NA,NA,5,NA,3,4,NA,5,5,NA,3,3,NA,3,4,4,4,NA,5,3,4,3,2,NA,4,NA,5,4,NA,4,5,4,NA,4,3,NA,2,4,NA
24,3,NA,1,NA,4,NA,NA,3,4,3,5,NA,NA,3,1,NA,NA,NA,3,NA,NA,2,NA,NA,4,5,NA,NA,5,NA,3,4,3,4,NA,NA,1,2,NA,NA,NA,3,3,NA,3,5,NA,3,4,NA,3,5,3,3,4,NA,NA,NA,5,NA,4,NA,NA,3,5,NA,1,5,3,4,NA,3,NA,NA,3,NA,4,NA,3,NA,2,4,NA,NA,NA,5,4,4,NA,5,NA,3,NA,4,4,4,NA,4,2,NA
25,4,3,1,3,4,2,5,3,3,3,NA,2,4,3,5,4,2,3,3,3,NA,3,NA,3,4,5,NA,3,NA,3,3,3,4,4,NA,2,3,2,NA,NA,4,3,5,4,NA,2,3,2,NA,NA,1,4,2,4,5,NA,3,4,NA,5,4,4,NA,NA,NA,4,2,1,2,NA,NA,2,3,NA,3,3,4,4,3,3,4,4,NA,NA,NA,4,4,NA,NA,4,NA,4,3,NA,NA,NA,2,3,NA,NA
26,3,NA,NA,4,NA,NA,4,NA,NA,3,NA,NA,3,NA,NA,NA,3,4,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,NA,NA,3,NA,2,5,NA,NA,4,NA,NA,NA,NA,3,3,3,4,NA,NA,NA,NA,NA,NA,3,3,3,NA,NA,3,NA,4,NA,2,NA,NA,NA,1,4,NA,NA,NA,NA,3,4,4,4,NA,NA,NA
27,2,4,3,NA,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,3,5,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,4,NA,1,NA,4,3,NA,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,1,NA,NA
28,4,5,5,3,5,4,NA,3,4,4,4,NA,4,5,NA,NA,5,3,5,4,4,NA,NA,5,4,2,NA,NA,4,3,4,4,3,3,5,3,5,3,5,3,4,4,5,4,NA,5,4,4,2,4,3,5,NA,3,3,3,4,5,5,4,3,4,4,NA,NA,4,3,4,2,4,5,5,NA,4,3,3,3,5,5,4,NA,4,5,3,4,4,3,3,5,5,4,5,5,3,4,4,NA,2,4,NA
29,1,3,2,NA,NA,NA,NA,3,2,NA,3,NA,NA,NA,NA,3,2,3,3,NA,NA,1,NA,NA,3,2,3,2,NA,1,NA,4,2,NA,NA,2,5,NA,3,2,3,1,3,3,1,1,2,4,3,4,NA,2,2,NA,3,NA,3,NA,5,NA,4,NA,2,3,3,NA,NA,NA,NA,NA,5,2,2,NA,NA,NA,2,NA,3,1,NA,3,3,3,4,NA,NA,NA,2,4,NA,2,2,NA,1,3,NA,2,NA,NA
30,3,NA,NA,NA,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,5,NA,NA,NA,NA,1,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,NA,4,NA,4,4
31,3,4,NA,NA,NA,NA,4,4,4,4,4,5,3,4,NA,NA,3,1,5,4,4,4,NA,4,4,3,4,NA,4,2,NA,3,3,3,4,4,NA,2,4,NA,NA,NA,5,4,NA,3,NA,4,3,1,NA,5,NA,3,5,NA,NA,4,NA,4,3,NA,4,4,NA,3,NA,4,2,NA,NA,NA,NA,NA,3,3,3,3,NA,4,5,3,NA,4,NA,4,NA,NA,4,4,4,4,5,NA,NA,3,NA,3,3,NA
32,5,4,4,2,4,NA,NA,3,5,1,NA,NA,NA,NA,NA,NA,NA,3,NA,3,2,NA,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,4,NA,NA,5,2,NA,NA,5,5,NA,NA,NA,1,5,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,3,NA,4,5,NA,NA,NA,NA,4,4,NA,NA,NA,5,NA,NA,NA,NA,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
33,4,NA,5,NA,3,NA,4,NA,3,3,5,NA,5,NA,NA,NA,NA,4,NA,NA,NA,3,NA,NA,4,4,3,NA,4,2,NA,4,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,3,3,1,NA,NA,NA,NA,3,NA,5,NA,5,NA,4,NA,3,NA,NA,NA,NA,5,NA,NA,NA,1,NA,NA,NA,NA,4,NA,3,NA,NA,4,NA,3,NA,4,5,2,5,NA,NA,3,NA,NA,4,5,NA,2,2,NA
36,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,3,NA,3,NA,NA,NA,NA,3,2,NA,4,3,NA,3,NA,NA,NA,NA,2,NA,NA,1,NA,2,3,NA,3,NA,3,1,NA,NA,1,NA,3,NA,5,NA,3,2,NA,3,4,3,NA,NA,2,4,2,5,NA,3,NA,NA,2,NA,4,3,4,NA,3,4,3,NA,3,2,NA,1,NA,NA,4,5,3,3,2,NA,3,NA,1,NA,3,3,3,5,4,NA,3,1,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,2
39,4,5,3,NA,4,NA,NA,3,3,NA,4,4,NA,2,NA,NA,NA,1,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,3,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,4,4,NA,NA,3,NA,NA,2,1,4,NA,3,3,3,NA,4,NA,NA,NA,3,NA,NA,5,NA,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,4,NA,2,4,NA,2,NA,3,NA,2,NA,NA,3,NA,NA,4,NA,4,NA,2,NA,2,4,NA
40,3,NA,2,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,2,2,3,NA,1,3,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,NA,2,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
41,2,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,2,NA,2,4,NA,NA,3,5,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,NA,3,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
42,5,NA,4,3,5,3,4,4,4,NA,4,5,NA,NA,NA,NA,NA,4,NA,NA,5,4,5,NA,4,4,NA,4,NA,NA,NA,4,5,4,NA,NA,5,3,NA,4,4,2,NA,4,1,4,4,4,2,1,5,3,4,5,3,3,NA,NA,NA,4,4,NA,3,3,NA,NA,3,5,3,5,NA,NA,NA,2,3,NA,5,NA,5,NA,NA,NA,NA,NA,NA,NA,2,NA,5,NA,2,5,NA,NA,5,5,NA,4,5,NA
43,4,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,5,3,NA,4,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,NA,3,3,4,NA,NA,NA,NA,NA,3,NA,NA,3,NA,2,NA,NA,3,NA,NA
44,5,5,NA,NA,4,NA,NA,3,NA,NA,4,5,4,NA,NA,4,4,NA,3,3,NA,NA,3,4,3,1,NA,3,NA,NA,NA,NA,4,4,3,3,NA,3,3,4,NA,3,NA,3,NA,NA,NA,NA,NA,1,NA,4,2,3,2,NA,3,4,NA,3,NA,4,4,4,5,4,3,4,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,1,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
45,5,NA,3,5,5,3,3,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,5,NA,NA,5,NA,5,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,NA,5,NA,NA,5,NA,NA,4,NA,NA,5
46,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,5,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,NA,4,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA
47,4,5,NA,3,5,NA,NA,4,5,NA,3,NA,3,NA,NA,4,NA,4,NA,2,NA,1,4,3,4,4,NA,4,NA,3,4,4,5,4,2,3,NA,4,NA,4,4,5,NA,4,4,4,4,NA,3,5,4,NA,3,4,NA,4,3,4,NA,4,NA,NA,4,2,NA,1,4,NA,4,5,NA,2,NA,NA,3,NA,1,3,NA,5,4,NA,NA,NA,NA,NA,5,5,5,5,3,4,NA,3,4,NA,NA,NA,NA,4
48,5,NA,5,4,5,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,3,5,2,NA,NA,5,4,NA,NA,NA,NA,5,5,4,NA,NA,4,NA,NA,NA,4,NA,NA,NA,NA,5,5,5,4,NA,2,3,1,5,NA,NA,3,NA,NA,NA,5,NA,4,NA,NA,2,NA,NA,4,4,NA,4,5,NA,NA,NA,NA,4,4,4,5,NA,5,3,NA,NA,3,NA,NA,NA,NA,5,5,4,NA,NA,4,4,NA,NA,4,5,NA
49,3,NA,4,NA,NA,NA,NA,3,4,3,4,3,3,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,4,NA,1,NA,4,3,NA,4,NA,5,NA,5,NA,3,NA,NA,NA,NA,NA,NA,3,2,NA,4,2,NA,NA,1,NA,3,4,NA,NA,4,NA,NA,3,4,2,NA,NA,NA,3,NA,3,5,3,4,NA,NA,NA,3,NA
50,5,5,5,4,5,5,NA,5,5,5,5,5,5,5,NA,4,3,4,4,4,5,5,3,5,5,3,3,4,5,5,4,5,5,5,5,5,NA,3,4,5,4,5,3,4,1,5,5,5,3,5,5,5,3,5,5,5,5,5,5,5,5,3,5,4,NA,5,4,2,3,5,5,5,5,5,4,3,5,5,4,5,5,4,NA,5,5,4,4,2,5,5,3,5,3,4,5,4,4,5,5,NA
51,4,2,3,NA,5,2,NA,4,3,4,NA,3,4,4,NA,4,4,2,3,NA,2,3,2,4,3,NA,NA,NA,NA,3,NA,4,NA,NA,4,NA,NA,NA,3,NA,NA,NA,NA,3,NA,NA,NA,4,NA,1,NA,5,3,NA,NA,1,4,5,5,NA,NA,4,NA,NA,5,NA,NA,5,3,NA,5,NA,NA,NA,2,NA,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,NA,2,NA,5,NA,NA,NA,NA,2,2,NA
52,4,4,NA,5,4,3,5,NA,5,4,NA,NA,5,NA,NA,4,4,NA,NA,4,4,3,4,4,NA,3,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,5,NA,5,NA,NA,NA,1,5,NA,NA,4,5,3,NA,4,NA,4,NA,NA,NA,4,4,NA,3,NA,4,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,3,NA,NA,3,4,4,2,NA,NA,3,NA,NA,4,NA,5,NA
53,3,5,1,NA,5,3,NA,3,4,NA,3,2,NA,NA,NA,NA,NA,3,5,NA,3,3,1,NA,4,NA,5,2,5,3,NA,1,3,NA,NA,NA,1,NA,NA,NA,4,NA,NA,3,1,4,2,NA,4,2,4,2,NA,1,3,NA,NA,4,NA,NA,3,4,4,NA,NA,1,2,NA,3,NA,2,NA,NA,2,2,NA,2,NA,1,NA,NA,4,1,1,NA,NA,NA,1,3,4,2,4,2,5,1,NA,NA,1,4,NA
54,3,3,NA,NA,4,NA,NA,3,4,NA,5,5,NA,NA,NA,NA,3,NA,4,2,2,NA,NA,3,3,NA,2,NA,4,3,NA,3,3,2,4,NA,4,NA,3,NA,NA,3,4,4,NA,NA,NA,4,4,2,NA,5,NA,NA,4,NA,4,4,NA,NA,3,4,4,NA,NA,4,NA,3,NA,NA,4,NA,2,3,2,NA,4,NA,3,NA,NA,NA,4,4,NA,NA,NA,NA,3,4,2,3,4,NA,3,3,NA,2,3,4
55,5,NA,NA,NA,5,NA,NA,3,4,NA,5,3,NA,4,NA,NA,NA,4,NA,NA,NA,4,4,NA,4,NA,NA,4,4,4,2,NA,4,3,NA,NA,NA,4,4,NA,3,5,2,4,2,3,NA,4,2,1,NA,2,5,4,5,NA,NA,NA,NA,4,3,NA,4,2,NA,NA,NA,5,4,4,NA,NA,4,3,2,NA,4,NA,3,NA,NA,NA,4,NA,NA,4,5,3,5,4,3,3,NA,4,4,4,NA,3,3,3
56,4,5,5,5,5,4,5,5,5,NA,5,5,4,4,NA,3,5,5,5,3,5,4,5,3,5,4,5,2,5,4,4,4,5,5,5,2,1,2,4,4,5,5,5,4,5,5,5,2,3,4,5,5,5,4,5,4,4,4,5,5,4,3,4,4,NA,3,5,5,5,5,4,1,3,5,3,4,4,5,3,5,2,5,3,5,NA,3,4,4,5,5,5,5,1,5,4,5,NA,NA,5,4
57,5,NA,NA,4,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
58,4,NA,4,4,4,4,NA,4,5,3,2,NA,4,5,NA,4,4,4,3,NA,3,NA,2,3,4,NA,4,NA,NA,NA,3,4,NA,3,3,3,NA,NA,4,4,3,3,NA,4,4,4,4,3,3,1,4,5,3,4,3,4,3,4,NA,4,NA,3,4,4,4,4,4,5,3,5,3,NA,NA,NA,3,NA,3,5,NA,3,3,4,4,3,NA,NA,4,2,4,5,5,NA,3,3,4,3,NA,3,5,NA
